Date,Time,Activity_Type,Avg_HR,Max_HR,Total_Calories,Metabolic_Calories,Estimated_Sweat_Loss_ml,Duration,Distance_m,Training_Effect,Anaerobic_TE,Training_Load,Avg_Temp_C,Max_Temp_C,Avg_Respiration,Avg_Power,Normalized_Power,Total_Ascent_m,Notes
2023-01-30,12:57,Run,146,156,412,47,517,42:52,8016,3.1,0.0,90.1,23,26,31.5,210,212,42,
2023-01-31,12:52,Run,143,163,368,49,435,42:59,6300,2.4,0.0,48.4,23,26,,169,171,29,
2023-02-01,13:16,Run,147,168,661,75,846,1:05:23,12015,3.4,0.0,130.4,25,28,,211,218,196,
2023-02-02,12:49,Run,151,174,454,53,555,46:04,8308,3.3,0.0,115.2,23,24,,201,211,35,
2023-02-03,13:00,Run,148,170,463,51,564,44:39,8504,3.4,0.0,122.5,22,25,,211,217,42,
2023-02-06,12:58,Run,150,171,322,34,356,29:52,6005,3.2,0.0,109.1,21,23,,222,226,23,
2023-02-07,12:47,Run,154,181,418,46,489,40:25,7464,3.2,0.0,100.8,25,26,,202,203,32,
2023-02-09,12:53,Run,143,162,376,44,448,38:38,6727,3.0,0.2,83.7,24,25,,194,195,31,
2023-02-12,07:50,Run,182,215,1155,105,1245,1:32:13,21315,5.0,3.0,543.5,,,,248,250,109,
2023-02-13,13:02,Run,131,140,285,39,443,34:17,5301,2.1,0.0,36.2,28,29,,170,173,27,
2023-02-14,07:18,Track Run,135,158,163,20,211,29:24,3210,2.1,0.0,36.4,,,,231,232,19,
2023-02-15,12:59,Run,140,166,300,36,341,32:00,5367,2.7,0.0,64.7,22,26,,187,189,24,
2023-02-16,05:20,Yoga,57,89,33,33,168,32:24,,0.0,0.0,0.2,,,20.2,,,,
2023-02-16,12:49,Run,137,162,319,42,389,37:02,5575,2.4,0.0,49.0,22,23,,175,181,51,
2023-02-17,12:58,Run,153,175,473,51,631,45:15,8843,3.4,0.0,122.0,27,30,,212,220,51,
2023-02-20,07:19,Track Run,155,186,101,11,131,24:22,2000,2.1,1.1,48.3,,,,258,270,0,
2023-02-20,12:58,Run,158,169,420,43,538,37:42,7836,3.7,0.0,147.5,25,27,,234,237,39,
2023-02-21,13:00,Run,161,188,615,63,753,59:49,11009,3.9,0.4,173.9,24,27,,226,233,165,
2023-02-22,07:22,Track Run,118,140,108,15,149,25:40,2530,1.4,0.0,18.0,16,21,,237,236,19,
2023-02-22,12:47,Run,130,142,362,49,445,43:18,7063,2.3,0.0,44.9,22,25,,180,182,35,
2023-02-23,06:37,Pool Swim,149,156,241,29,,26:31,1000,2.7,0.0,63.8,,,,,,,
2023-02-23,12:49,Run,142,151,352,69,458,36:00,6959,2.9,0.0,75.0,25,26,,212,213,38,
2023-02-27,06:36,Pool Swim,151,161,226,28,,25:28,1000,2.8,0.0,67.3,27,28,,,,,
2023-02-27,13:01,Run,135,166,334,68,509,35:07,7788,3.0,0.0,78.3,22,24,,242,247,53,
2023-02-28,13:02,Run,149,160,346,39,415,38:39,6387,3.0,0.8,87.8,25,27,27.2,201,204,43,
2023-03-01,07:21,Track Run,132,158,90,11,126,25:14,2020,2.2,0.0,38.4,,,29.5,245,244,0,
2023-03-01,13:03,Run,159,174,337,35,507,30:26,6515,3.4,1.0,134.0,,,,233,238,35,
2023-03-02,07:26,Run,135,160,119,14,163,20:00,2473,2.1,0.0,31.2,,,,246,246,16,
2023-03-02,12:59,Run,146,158,277,31,358,26:55,5274,3.0,0.0,77.6,,,,215,217,24,
2023-03-03,12:58,Run,153,165,454,48,585,42:29,8803,3.5,0.6,139.0,24,26,,230,233,48,
2023-03-06,06:38,Pool Swim,145,158,140,27,,27:51,1000,2.5,0.1,55.0,,,,,,,
2023-03-06,13:02,Run,163,174,468,75,593,41:47,8718,3.7,0.0,153.4,26,28,,224,230,49,
2023-03-07,13:05,Run,155,165,421,45,541,40:49,8002,3.4,0.0,117.1,25,29,,225,227,47,
2023-03-08,12:58,Run,152,167,285,30,377,26:47,5725,3.1,0.0,91.8,25,26,,235,240,23,
2023-03-09,07:26,Run,120,151,124,19,149,21:33,2425,1.5,0.0,19.0,18,21,,173,199,5,
2023-03-09,12:55,Run,148,159,359,40,580,35:27,6610,3.1,0.0,87.6,28,29,,205,208,29,
2023-03-10,13:03,Run,149,170,423,47,683,42:51,8233,3.3,1.1,121.4,,,,234,248,30,
2023-03-13,12:59,Run,161,192,411,43,543,40:32,8195,3.6,0.9,152.7,22,24,,241,246,43,
2023-03-14,13:00,Run,152,161,458,51,554,44:44,8772,3.2,0.1,104.7,22,24,,216,220,45,
2023-03-15,13:03,Run,154,174,354,40,435,35:12,6477,3.0,0.0,80.3,25,27,,206,209,30,
2023-03-17,13:02,Run,153,170,336,37,439,32:45,6419,3.1,2.0,115.4,25,26,,223,238,23,
2023-03-20,12:53,Run,136,150,333,43,460,38:12,6323,2.4,0.0,48.8,25,27,,189,192,28,
2023-03-21,13:04,Run,153,165,404,44,538,39:00,7615,3.3,0.8,118.0,26,27,,230,241,34,
2023-03-22,12:49,Run,152,160,383,48,513,42:20,6458,2.7,0.0,60.0,,,,176,182,38,
2023-03-23,13:05,Run,155,166,354,38,551,33:47,6475,3.3,0.0,105.3,27,27,,215,217,17,
2023-03-24,13:00,Run,153,166,310,33,479,29:06,6000,3.2,0.0,97.9,28,29,,233,241,33,
2023-03-27,12:52,Run,137,150,315,42,343,36:41,5798,2.4,0.0,43.7,19,23,,177,179,24,
2023-03-28,12:56,Run,162,182,431,45,465,39:37,7831,3.6,0.0,131.0,20,24,,221,225,45,
2023-03-29,13:01,Run,151,164,409,45,508,39:06,8302,3.4,0.0,113.0,21,25,,235,237,34,
2023-03-30,12:52,Run,147,164,444,52,554,48:22,8301,3.1,0.0,81.4,22,25,,203,206,38,
2023-04-03,13:06,Pool Swim,145,155,191,27,,26:50,900,2.3,0.0,40.5,22,24,,,,,
2023-04-06,13:03,Run,153,167,428,75,693,41:40,7998,3.4,0.0,109.3,,,,218,221,50,
2023-04-11,12:57,Run,153,171,336,37,474,32:08,6386,3.3,0.0,95.9,27,28,,224,225,27,
2023-04-13,12:54,Run,142,154,334,42,553,38:59,6424,2.8,0.8,66.3,28,30,26.5,197,198,28,
2023-04-14,13:01,Track Run,165,181,359,38,542,33:03,6800,3.6,0.8,128.8,28,30,34.7,228,240,19,
2023-04-17,12:56,Run,154,174,424,48,701,43:03,8043,3.4,0.0,100.9,29,30,25.3,214,218,45,
2023-04-18,13:19,Pool Swim,152,159,243,28,,26:15,1000,3.0,0.0,65.1,28,30,,,,,
2023-04-19,13:02,Run,156,176,326,64,431,31:37,6469,3.4,0.2,101.9,,,31.2,227,237,44,
2023-04-20,13:02,Track Run,151,164,293,33,429,28:35,6000,3.2,0.0,84.4,,,28.7,230,231,0,
2023-04-21,13:01,Track Run,159,177,327,36,443,33:16,6430,3.4,0.7,111.0,26,28,31.1,223,240,19,
2023-04-24,13:01,Run,151,171,411,47,540,41:39,8016,3.3,0.2,96.9,25,25,27.0,216,222,38,
2023-04-25,12:57,Run,154,165,414,46,532,40:04,8007,3.5,0.0,108.3,23,25,30.2,222,224,42,
2023-04-26,13:04,Pool Swim,151,157,241,28,,26:04,1000,2.8,0.0,56.5,25,26,,,,,
2023-04-27,13:03,Track Run,165,181,376,68,497,34:54,7210,3.7,0.6,128.3,26,27,31.7,225,235,19,
2023-04-28,13:00,Run,154,165,371,42,617,37:06,7432,3.2,0.0,84.5,29,32,19.7,225,227,39,
2023-05-02,13:04,Track Run,161,180,398,44,639,38:27,7610,3.5,2.5,148.6,28,29,31.4,217,230,19,
2023-05-03,13:04,Track Run,164,180,369,39,566,34:02,7210,3.6,0.0,124.6,30,32,31.5,230,231,19,
2023-05-04,13:05,Pool Swim,156,163,250,28,,32:17,1000,3.0,0.0,70.0,28,30,,,,,
2023-05-05,07:23,Run,153,160,244,54,389,23:22,4624,3.0,0.2,76.6,,,,245,247,30,
2023-05-05,13:04,Pool Swim,157,166,226,34,,31:47,1000,2.8,0.1,62.0,29,31,,,,,
2023-05-08,13:05,Run,150,160,336,72,454,33:36,6835,3.1,0.0,82.2,22,25,25.6,225,229,39,
2023-05-09,13:03,Pool Swim,153,161,231,27,,24:30,1000,2.7,0.0,58.1,27,27,,,,,
2023-05-10,07:09,Run,148,163,269,57,424,26:41,5775,3.0,0.0,72.6,,,,264,271,45,
2023-05-10,13:05,Pool Swim,155,163,220,32,,29:19,1000,2.7,0.1,62.8,27,27,,,,,
2023-05-11,12:52,Run,139,158,371,77,515,39:46,7399,2.9,0.0,69.4,,,30.0,209,212,31,
2023-05-12,07:08,Run,141,156,516,64,669,1:04:22,10122,3.0,0.0,76.3,24,30,36.2,198,202,46,
2023-05-12,13:04,Pool Swim,151,161,223,27,,26:24,1000,2.5,0.1,49.3,26,27,,,,,
2023-05-15,12:56,Run,136,152,253,59,442,27:58,5006,2.4,0.0,45.7,,,31.4,198,200,20,
2023-05-16,13:04,Pool Swim,145,157,217,27,,25:14,1000,2.3,0.0,41.6,,,,,,,
2023-05-17,13:04,Track Run,162,179,308,46,465,28:23,6040,3.3,0.2,108.2,,,32.7,236,247,0,
2023-05-18,13:04,Pool Swim,155,163,241,27,,25:21,1000,2.9,0.0,67.3,29,32,,,,,
2023-05-19,13:06,Pool Swim,127,158,127,25,,22:41,600,1.6,0.0,19.3,,,,,,,
2023-05-22,12:58,Run,157,172,398,84,650,39:01,7592,3.3,0.0,97.2,34,37,27.2,218,220,35,
2023-05-23,13:01,Run,160,181,355,38,551,33:08,7139,3.5,0.0,115.3,29,30,31.1,236,241,28,
2023-05-24,13:05,Pool Swim,149,158,230,27,,25:22,1000,2.7,0.0,54.9,30,31,,,,,
2023-05-25,13:03,Track Run,158,174,442,64,728,44:01,8390,3.3,2.2,130.6,28,29,30.3,211,217,19,
2023-05-29,12:59,Run,157,167,459,50,735,44:23,8582,3.5,0.8,124.1,33,35,29.7,218,222,43,
2023-05-30,13:03,Run,161,179,276,29,432,27:18,5317,3.1,0.0,89.2,36,40,31.4,231,236,26,
2023-05-31,13:06,Pool Swim,155,165,235,26,,25:14,1000,3.0,0.0,68.7,34,34,,,,,
2023-06-01,13:06,Pool Swim,148,158,223,27,,25:09,1000,2.6,0.0,51.6,,,,,,,
2023-06-02,13:06,Pool Swim,139,162,140,25,,25:49,700,2.2,0.0,33.3,33,33,,,,,
2023-06-05,12:57,Run,160,177,443,48,710,42:37,8410,3.7,0.2,137.3,31,33,30.1,251,262,39,
2023-06-06,13:06,Pool Swim,149,161,217,26,,24:31,1000,2.6,0.0,52.6,,,,,,,
2023-06-08,13:03,Track Run,160,178,288,46,443,26:49,5620,3.3,0.0,100.3,33,34,31.6,238,242,0,
2023-06-09,13:06,Pool Swim,142,153,193,26,,24:32,1000,2.2,0.0,34.7,32,32,,,,,from fixed/edited file
2023-06-12,12:54,Run,150,163,489,85,865,51:56,8870,3.1,0.0,83.6,35,37,28.5,192,199,50,
2023-06-13,13:05,Pool Swim,155,168,272,31,,28:41,1200,3.0,0.0,79.0,33,33,,,,,
2023-06-14,12:57,Run,157,168,607,99,985,59:22,11549,3.7,0.0,134.3,30,31,27.8,214,216,52,
2023-06-15,13:07,Pool Swim,151,163,224,26,,24:37,1000,2.8,0.0,59.2,32,32,,,,,
2023-06-19,12:59,Run,142,163,422,76,738,44:20,8032,3.2,0.0,89.3,35,37,29.1,212,214,46,
2023-06-20,13:07,Pool Swim,154,163,270,32,,32:03,1200,3.0,0.0,64.1,32,32,,,,,
2023-06-21,13:05,Track Run,161,180,270,44,424,25:30,5200,3.3,0.4,96.8,31,33,32.2,259,273,19,
2023-06-27,13:04,Pool Swim,157,167,282,32,,29:16,1200,3.1,0.0,85.8,,,,,,,
2023-06-28,12:58,Run,160,170,430,77,664,39:55,8050,3.8,0.0,133.6,28,30,31.3,230,235,136,
2023-06-29,13:06,Pool Swim,146,169,269,34,,35:10,1000,2.8,0.3,54.0,32,33,,,,,
2023-06-30,13:00,Run,115,131,20,20,40,02:40,440,0.4,0.0,4.3,30,32,25.4,192,197,2,
2023-06-30,13:05,Track Run,164,180,314,33,483,29:02,6010,3.5,0.0,110.0,36,38,29.8,235,239,0,
2023-06-30,13:34,Run,160,164,37,4,62,03:44,608,1.1,0.0,12.7,35,36,28.9,183,187,1,
2023-07-03,13:00,Run,163,173,521,55,811,48:41,9466,4.0,0.0,150.6,31,33,31.5,223,227,116,
2023-07-04,07:09,Run,151,166,382,42,625,37:31,7302,3.4,0.0,104.4,,,,237,239,13,
2023-07-04,13:06,Pool Swim,147,160,208,26,,24:21,1000,2.4,0.0,43.3,32,32,,,,,
2023-07-05,07:18,Run,143,156,263,58,462,27:47,5153,2.7,0.0,58.2,28,29,,228,230,13,
2023-07-06,13:01,Track Run,142,161,259,47,465,27:56,5200,2.6,0.0,54.1,33,34,28.2,213,214,19,
2023-07-07,13:01,Run,157,167,474,53,775,46:32,8812,3.5,0.0,111.6,34,36,27.6,217,220,52,
2023-07-10,13:07,Run,155,166,476,54,798,47:56,8741,3.3,0.0,102.1,35,37,30.3,208,210,45,
2023-07-11,07:16,Run,109,125,17,3,39,02:24,430,0.3,0.0,4.0,,,,221,235,2,
2023-07-11,07:21,Track Run,144,155,164,19,283,17:00,3210,2.4,0.0,44.2,,,,231,232,0,
2023-07-11,07:42,Run,138,149,29,4,53,03:19,560,0.6,0.0,7.5,,,,203,209,0,
2023-07-11,13:05,Pool Swim,151,166,231,28,,26:46,1000,2.7,0.0,61.2,34,34,,,,,
2023-07-11,16:37,Floor Climb,67,71,4,4,21,03:15,0,0.0,0.0,0.0,,,,,,30,
2023-07-12,07:43,Yoga,66,98,46,41,238,36:35,,0.0,0.0,0.6,,,21.4,,,,
2023-07-12,13:06,Pool Swim,142,158,184,30,,27:45,1000,2.4,0.0,42.2,34,34,,,,,from fixed/edited file
2023-07-12,16:06,Floor Climb,99,116,12,6,28,03:02,0,0.0,0.0,1.0,28,30,,,,27,
2023-07-14,13:08,Run,152,167,370,42,617,41:33,7193,3.3,0.0,95.9,,,27.4,216,219,27,
2023-07-18,07:29,Yoga,70,94,46,36,220,32:00,,0.0,0.0,0.8,,,20.7,,,,
2023-07-18,13:00,Run,154,175,392,44,650,39:38,7799,3.5,0.0,111.3,,,30.1,227,234,8,
2023-07-18,14:05,Floor Climb,83,120,23,10,70,08:58,0,0.1,0.0,1.6,,,25.7,,,97,
2023-07-19,07:31,Yoga,58,83,25,25,142,25:11,,0.0,0.0,0.0,28,28,17.4,,,,
2023-07-19,12:51,Run,151,171,523,63,878,55:35,9225,3.3,0.0,94.8,29,30,31.7,202,211,239,
2023-07-20,13:07,Pool Swim,137,151,192,29,,27:38,1000,2.1,0.0,28.5,32,32,,,,,
2023-07-21,11:33,Floor Climb,57,64,5,5,27,04:53,0,0.0,0.0,0.0,,,,,,45,
2023-07-21,12:58,Run,160,175,407,44,649,39:01,7570,3.5,0.0,119.7,32,34,28.8,222,225,41,
2023-07-22,05:37,Yoga,54,80,55,55,338,1:03:45,,0.0,0.0,0.0,,,20.1,,,,
2023-07-24,07:43,Yoga,68,105,35,32,188,28:07,,0.0,0.0,0.4,29,29,21.5,,,,
2023-07-24,12:56,Run,154,171,311,34,500,30:03,5870,3.3,0.0,100.1,35,37,,220,222,23,
2023-07-24,16:50,Floor Climb,60,87,6,5,28,04:55,0,0.0,0.0,0.1,,,,,,42,
2023-07-25,07:26,Yoga,63,113,41,39,214,34:30,,0.0,0.0,0.6,,,20.3,,,,
2023-07-25,12:23,Floor Climb,68,76,7,5,31,04:48,0,0.0,0.0,0.1,29,31,,,,45,
2023-07-25,13:05,Pool Swim,148,167,213,27,,23:52,700,2.6,0.2,54.3,34,34,,,,,
2023-07-25,23:41,Yoga,53,78,30,30,172,33:10,,0.0,0.0,0.0,29,30,20.4,,,,
2023-07-26,07:28,Yoga,61,115,35,35,198,33:17,,0.0,0.0,0.4,29,31,15.8,,,,
2023-07-26,12:52,Run,158,176,369,41,605,37:14,6206,3.4,0.0,109.1,36,39,32.4,206,216,145,
2023-07-27,07:20,Yoga,60,83,44,44,262,44:03,,0.0,0.0,0.1,,,21.7,,,,
2023-07-27,13:06,Pool Swim,151,172,190,23,,21:16,800,2.5,0.2,54.3,34,35,,,,,
2023-07-28,07:30,Yoga,60,83,44,44,259,43:57,,0.0,0.0,0.2,28,29,15.9,,,,
2023-07-28,12:59,Run,153,169,487,57,838,50:18,8627,3.3,0.0,98.3,33,35,28.8,221,227,49,
2023-07-31,07:29,Yoga,58,99,44,44,258,45:31,,0.0,0.0,0.3,,,21.4,,,,
2023-07-31,12:56,Run,145,159,280,35,505,30:19,5005,2.6,0.0,53.4,34,37,27.5,194,197,30,
2023-08-01,04:59,Yoga,53,89,44,44,250,48:22,,0.0,0.0,0.0,31,32,18.9,,,,
2023-08-01,13:06,Pool Swim,154,171,226,26,,24:28,1000,2.9,0.0,64.7,33,33,,,,,
2023-08-02,07:21,Yoga,57,112,33,33,188,33:43,,0.0,0.0,0.1,28,29,18.0,,,,
2023-08-02,10:16,Floor Climb,57,60,5,5,29,05:18,0,0.0,0.0,0.0,30,31,,,,48,
2023-08-02,13:06,Pool Swim,139,154,209,29,,26:35,1000,2.2,0.0,37.7,33,33,,,,,
2023-08-03,12:18,Run,159,173,437,48,705,54:16,8026,3.4,0.0,98.4,,,30.0,216,217,3,
2023-08-04,13:06,Pool Swim,154,167,225,26,,29:22,1000,2.9,0.0,62.0,33,34,,,,,
2023-08-07,12:56,Run,157,175,452,49,722,43:23,8772,3.8,0.0,134.1,29,31,29.6,234,238,43,
2023-08-08,13:07,Pool Swim,150,165,214,26,,23:53,1000,2.7,0.0,53.9,33,34,,,,,
2023-08-09,13:06,Pool Swim,140,169,198,28,,24:48,700,2.3,0.2,40.3,33,33,,,,,
2023-08-10,07:26,Yoga,63,92,55,55,311,49:53,,0.0,0.0,0.2,29,29,16.3,,,,
2023-08-10,13:00,Run,147,160,289,34,495,29:59,5721,3.0,0.0,70.6,27,28,29.4,213,214,29,
2023-08-11,12:52,Run,162,179,748,84,1034,1:13:52,10002,4.1,0.0,166.2,29,31,33.5,181,204,476,
2023-08-14,07:31,Yoga,58,90,41,41,237,42:00,,0.0,0.0,0.4,,,22.1,,,,
2023-08-14,13:01,Run,149,167,325,37,548,32:55,6440,3.2,0.0,90.5,,,26.2,226,230,40,
2023-08-15,12:58,Run,159,180,527,62,651,54:54,5565,3.5,0.1,114.0,30,37,33.4,142,177,358,
2023-08-16,13:06,Pool Swim,147,165,209,26,,24:43,1000,2.4,0.0,49.2,33,33,,,,,
2023-08-18,07:17,Yoga,56,99,48,48,280,50:38,,0.0,0.0,0.2,,,22.0,,,,
2023-08-18,12:58,Run,152,170,424,50,664,43:46,7364,3.3,0.0,96.3,27,28,30.7,207,216,234,
2023-08-21,07:32,Yoga,63,120,37,36,196,31:48,,0.0,0.0,0.7,29,30,15.9,,,,
2023-08-21,12:56,Run,155,173,631,72,1059,1:03:37,12037,4.0,0.2,153.9,30,32,29.1,214,217,99,
2023-08-21,17:48,Floor Climb,88,106,19,8,54,06:39,0,0.1,0.0,1.1,29,30,,,,64,
2023-08-22,07:26,Yoga,58,82,48,48,290,50:36,,0.0,0.0,0.1,,,19.4,,,,
2023-08-22,11:49,Floor Climb,93,112,23,7,60,06:34,0,0.1,0.0,1.7,,,,,,60,
2023-08-22,13:01,Run,153,170,379,45,653,40:04,6546,3.1,0.1,81.8,33,34,29.2,195,205,146,
2023-08-23,07:23,Yoga,59,97,41,41,248,42:32,,0.0,0.0,0.1,,,18.2,,,,
2023-08-23,13:06,Pool Swim,145,163,201,26,,24:19,1000,2.4,0.0,43.3,33,33,,,,,
2023-08-24,07:33,Yoga,61,85,48,48,288,48:18,,0.0,0.0,0.1,28,29,20.4,,,,
2023-08-24,11:59,Floor Climb,67,78,9,8,43,06:37,0,0.0,0.0,0.0,30,31,,,,64,
2023-08-24,13:07,Pool Swim,145,169,263,36,,32:30,1000,2.5,0.6,57.4,33,33,,,,,
2023-08-25,07:20,Yoga,62,146,49,49,259,42:45,,0.2,1.5,20.6,29,30,18.6,,,,
2023-08-25,12:58,Run,161,175,434,48,692,42:36,7327,3.6,0.0,125.5,32,34,31.6,210,218,229,
2023-08-28,07:45,Yoga,53,72,19,19,116,22:17,,0.0,0.0,0.0,,,18.4,,,,
2023-08-28,12:57,Run,146,162,469,57,839,50:22,8774,3.1,0.0,76.8,,,,200,203,49,
2023-08-29,07:28,Yoga,54,84,32,32,148,35:08,,0.0,0.0,0.0,26,27,20.7,,,,
2023-08-29,13:07,Pool Swim,151,170,224,27,,27:24,1000,2.8,0.0,59.5,,,,,,,
2023-08-30,07:11,Run,156,165,841,123,1400,1:24:16,16440,4.0,0.0,159.4,28,29,24.3,222,225,54,
2023-08-30,13:06,Pool Swim,154,166,222,26,,23:45,1000,2.8,0.0,62.2,32,32,,,,,from fixed/edited file
2023-08-31,07:19,Yoga,66,93,46,46,239,37:11,,0.0,0.0,0.6,27,28,20.1,,,,
2023-08-31,13:00,Run,128,156,411,55,810,48:38,8791,2.7,0.0,57.9,32,33,28.7,211,214,47,
2023-09-05,12:56,Run,152,166,465,54,783,47:29,8758,3.3,0.0,96.7,30,31,28.0,209,212,46,
2023-09-06,13:01,Run,148,164,356,45,593,39:44,6175,2.8,0.0,62.1,31,32,29.9,192,201,142,
2023-09-07,12:56,Run,150,167,480,57,830,50:01,9225,3.4,0.0,103.9,28,28,27.1,215,221,105,
2023-09-11,13:02,Run,156,169,344,37,534,32:17,6925,3.5,0.0,116.6,27,27,31.9,240,244,17,
2023-09-12,07:13,Run,150,163,939,113,1591,1:39:01,18168,3.8,0.0,145.5,28,29,28.3,206,209,53,
2023-09-12,13:05,Pool Swim,149,161,224,27,,25:41,1000,2.6,0.0,50.0,29,30,,,,,
2023-09-13,13:07,Pool Swim,138,163,179,26,,23:58,700,2.0,0.1,28.0,29,30,,,,,
2023-09-14,13:00,Run,143,152,447,56,791,48:45,8716,3.0,0.0,73.7,28,28,30.2,204,207,49,
2023-09-15,13:00,Run,152,171,358,42,585,37:14,6173,3.0,0.0,74.2,30,32,,198,207,160,
2023-09-18,12:56,Run,157,166,489,54,793,48:47,9073,3.6,0.0,124.0,32,34,29.5,215,218,32,
2023-09-19,13:06,Pool Swim,150,167,227,27,,25:12,1000,2.7,0.0,57.7,32,32,,,,,
2023-09-21,07:55,Run,155,187,1905,308,2449,4:21:22,25519,5.0,0.0,255.4,29,34,32.7,118,155,1058,
2023-09-22,13:04,Pool Swim,149,165,229,29,,27:01,1000,2.5,0.1,58.1,,,,,,,
2023-09-25,13:00,Run,124,154,239,62,473,28:24,4958,2.4,0.0,45.1,33,35,26.8,198,200,26,
2023-09-26,13:06,Pool Swim,160,170,237,26,,23:42,1000,3.0,0.0,75.1,32,32,,,,,
2023-09-27,13:06,Pool Swim,141,163,200,28,,25:24,800,2.3,0.0,39.3,32,33,,,,,
2023-09-28,12:57,Run,159,176,349,71,542,39:48,4483,3.1,0.2,79.8,33,36,32.9,169,204,254,
2023-09-29,12:58,Run,152,167,435,52,768,46:09,8050,3.2,0.1,92.0,34,37,28.3,197,201,49,
2023-10-03,12:57,Run,146,154,334,42,617,37:03,6401,2.8,0.0,61.3,33,35,26.7,192,194,43,
2023-10-05,12:58,Run,150,162,267,33,469,29:17,4901,2.7,0.0,56.9,32,33,29.4,200,203,20,
2023-10-06,13:06,Pool Swim,153,168,234,28,,26:22,1000,2.8,0.0,59.9,31,32,,,,,
2023-10-10,13:05,Pool Swim,151,163,223,28,,27:25,1000,2.9,0.6,70.4,26,29,,,,,
2023-10-11,12:56,Run,158,173,413,74,672,41:30,8018,3.6,0.3,119.5,27,28,,219,221,46,
2023-10-12,07:20,Run,153,179,1028,120,1285,1:46:31,19226,4.5,0.0,193.3,24,26,33.2,201,205,59,
2023-10-12,12:59,Run,161,177,484,54,742,47:26,8585,3.6,0.0,128.7,28,29,,200,204,42,
