Date,Time,Activity_Type,Avg_HR,Max_HR,Total_Calories,Metabolic_Calories,Estimated_Sweat_Loss_ml,Duration,Distance_m,Training_Effect,Anaerobic_TE,Training_Load,Avg_Temp_C,Max_Temp_C,Avg_Respiration,Avg_Power,Normalized_Power,Total_Ascent_m,Notes
2024-02-10,15:56,Yoga,61,82,46,46,178,45:53,,0.0,0.0,0.1,19,20,16.5,,,,
2024-02-15,13:06,Track Run,162,178,243,26,350,22:49,4140,2.9,0.0,69.3,29,31,,192,195,39,
2024-02-19,13:01,Run,151,160,242,28,280,24:42,4587,2.6,0.0,50.9,26,26,22.0,189,191,11,
2024-02-20,12:58,Run,157,165,352,40,419,34:56,6148,3.0,0.0,73.7,26,27,,186,189,42,
2024-02-21,07:29,Yoga,63,84,29,29,146,25:55,,0.0,0.0,0.2,27,27,17.8,,,,
2024-02-21,13:02,Run,148,166,368,45,558,40:01,6477,2.7,0.1,57.0,30,32,,175,179,52,
2024-02-22,07:41,Yoga,72,110,40,32,179,27:48,,0.0,0.0,0.6,27,27,15.7,,,,
2024-02-22,12:57,Run,149,157,342,43,387,37:49,6181,2.5,0.0,49.1,26,27,26.2,166,168,44,
2024-02-23,07:28,Yoga,61,89,41,41,203,40:11,,0.0,0.0,0.1,27,28,20.7,,,,
2024-02-23,13:00,Strength,115,157,180,40,286,34:51,0,1.4,0.2,17.9,22,23,,,,,
2024-02-26,12:56,Run,147,159,341,40,350,35:21,6380,3.0,0.0,65.5,20,24,,186,189,42,
2024-02-27,07:26,Yoga,63,95,40,40,167,36:50,,0.0,0.0,0.2,25,25,16.7,,,,
2024-02-27,12:53,Run,143,152,184,24,195,20:51,3404,2.1,0.7,37.3,20,23,,173,174,14,
2024-02-28,07:22,Yoga,64,149,44,40,165,35:19,,0.0,0.1,2.1,25,27,17.8,,,,
2024-02-28,12:56,Run,152,162,428,49,441,42:55,8011,3.2,0.0,84.2,19,23,,194,198,48,
2024-02-29,12:56,Run,151,160,229,26,268,22:55,4302,2.8,0.0,57.6,22,24,,195,198,13,
2024-03-01,12:58,Run,143,161,227,27,223,23:48,4662,2.7,0.2,54.0,13,20,,204,217,8,
2024-03-04,12:58,Run,149,157,190,23,212,20:11,3393,2.4,0.0,39.0,22,25,,183,184,12,
2024-03-05,12:59,Strength,134,177,273,47,401,41:17,0,2.4,1.3,53.6,,,,,,,
2024-03-06,13:00,Run,147,160,242,28,282,24:56,4566,2.8,0.9,64.6,23,26,,189,193,46,
2024-03-07,12:58,Run,157,190,495,55,501,48:33,9035,3.5,0.0,104.8,21,24,,191,193,48,
2024-03-08,12:56,Run,155,166,489,54,573,47:08,9187,3.7,0.0,115.0,24,27,,202,204,37,
2024-03-11,12:59,Strength,125,165,299,56,447,49:22,0,2.1,2.1,52.6,,,,,,,
2024-03-12,13:01,Run,159,177,454,49,559,42:49,8400,3.7,0.0,120.3,26,28,,199,204,43,
2024-03-13,12:53,Run,154,165,385,43,454,37:33,7089,3.3,0.0,92.5,23,26,,202,205,35,
2024-03-14,07:41,Yoga,66,88,45,43,191,38:27,,0.0,0.0,0.7,,,20.1,,,,
2024-03-15,06:42,Pool Swim,156,169,259,29,,26:01,1000,3.0,0.0,66.6,29,30,,,,,
2024-03-15,12:59,Track Run,154,179,391,45,455,44:54,7210,3.2,2.4,129.1,23,25,28.9,192,205,77,
2024-03-18,12:59,Run,148,157,257,30,328,26:37,5112,2.7,0.3,58.7,22,25,26.3,206,208,14,
2024-03-19,07:28,Yoga,61,85,42,42,242,41:21,,0.0,0.0,0.2,,,16.5,,,,
2024-03-19,12:56,Run,158,170,342,36,399,31:37,6353,3.4,0.0,100.4,25,27,,209,213,42,
2024-03-20,07:17,Run,144,174,260,31,281,27:27,5287,2.8,0.0,60.5,19,24,,194,217,4,
2024-03-21,12:58,Run,151,166,428,49,529,43:07,8001,3.2,0.0,90.9,26,30,,196,200,50,
2024-03-22,12:59,Run,144,162,336,40,437,35:15,6451,3.0,0.0,68.7,26,29,,191,195,26,
2024-03-25,13:03,Strength,124,156,295,55,443,48:19,0,2.0,1.4,40.4,,,,,,,
2024-03-26,13:01,Run,156,165,367,41,568,36:39,6584,3.1,0.0,81.8,32,33,,185,188,31,
2024-03-28,13:01,Strength,141,178,289,39,352,34:18,0,2.5,1.0,61.0,22,25,,,,,
2024-04-02,13:06,Pool Swim,148,164,221,27,,25:09,800,2.6,0.1,52.0,27,30,,,,,
2024-04-03,13:01,Run,149,177,293,34,445,30:16,5605,3.1,0.0,79.3,28,30,,197,213,8,
2024-04-05,07:18,Strength,108,142,188,48,345,41:52,0,0.8,0.3,13.3,,,,,,,
2024-04-05,12:59,Track Run,139,165,187,22,304,33:44,3610,2.3,0.0,36.4,29,30,28.6,193,195,19,
2024-04-08,12:18,Strength,104,142,224,61,418,54:07,0,0.7,0.0,8.3,,,,,,,
2024-04-09,10:47,Yoga,62,85,32,32,143,29:38,,0.0,0.0,0.1,27,27,16.6,,,,
2024-04-10,12:45,Run,138,154,368,45,578,1:22:29,7039,2.7,0.0,51.4,26,29,,230,233,33,
2024-04-11,12:59,Run,147,157,429,52,659,46:00,8120,3.0,0.0,67.2,28,29,28.7,180,183,40,
2024-04-12,12:58,Strength,122,149,228,50,399,44:24,0,1.4,0.0,14.8,23,26,21.1,,,,
2024-04-15,13:02,Run,160,170,513,59,854,51:39,9008,3.5,0.0,99.9,32,35,32.7,180,183,45,
2024-04-16,13:06,Pool Swim,139,175,222,30,,27:31,1000,2.6,0.4,50.5,29,30,,,,,
2024-04-17,13:00,Run,148,158,276,34,457,29:51,5034,2.7,0.0,49.5,32,33,24.8,178,180,22,
2024-04-18,13:02,Strength,115,143,202,44,332,39:08,0,1.4,0.0,15.1,25,26,,,,,
2024-04-19,16:15,Run,150,163,84,10,141,08:32,1591,2.1,0.0,25.3,28,28,,215,216,6,
2024-04-19,16:28,Track Run,164,193,308,33,357,28:41,4570,3.5,3.3,185.3,28,28,,162,233,0,
2024-04-22,13:05,Run,148,162,338,40,415,35:13,6374,3.1,0.0,71.1,26,26,26.5,197,199,40,
2024-04-23,13:03,Strength,107,148,185,46,324,40:41,0,0.9,0.0,10.6,,,,,,,
2024-04-24,13:07,Pool Swim,147,163,232,28,,26:00,1000,2.8,0.2,54.1,27,28,,,,,
2024-04-25,07:34,Yoga,69,100,60,52,305,46:03,,0.0,0.0,0.6,27,28,16.9,,,,
2024-04-25,12:56,Run,156,170,396,43,636,38:13,7249,3.6,0.0,108.2,28,29,29.8,241,243,5,
2024-04-26,07:29,Yoga,66,109,56,50,286,45:05,,0.0,0.0,0.6,27,29,19.8,,,,
2024-04-29,13:04,Run,127,138,162,28,316,24:29,2997,1.5,0.0,15.5,30,31,30.1,162,169,9,
2024-04-30,13:05,Pool Swim,155,170,245,27,,25:33,1000,3.1,0.0,72.1,28,31,,,,,
2024-05-02,12:53,Run,131,145,273,39,373,34:16,4805,2.3,0.0,32.5,26,26,32.0,182,192,32,
2024-05-03,13:05,Pool Swim,136,162,196,30,,26:57,550,2.3,0.0,33.8,27,31,,,,,
2024-05-06,12:54,Run,154,162,359,42,612,37:01,6112,3.1,0.0,72.6,31,33,30.2,210,212,39,
2024-05-07,13:06,Pool Swim,155,170,231,26,,24:12,1000,3.1,0.0,68.9,28,28,,,,,
2024-05-08,13:05,Strength,132,160,276,47,418,41:23,0,2.1,0.5,31.9,,,25.6,,,,
2024-05-09,13:03,Track Run,161,173,288,30,445,30:11,5210,3.4,0.0,92.1,31,32,30.7,249,252,19,
2024-05-10,12:17,Strength,126,155,206,35,313,30:45,0,2.1,0.0,25.1,,,26.2,,,,
2024-05-10,13:06,Pool Swim,151,165,231,27,,25:18,1000,2.9,0.0,59.6,,,,,,,
2024-05-13,12:56,Run,141,152,274,33,484,29:07,5007,2.8,0.0,55.4,30,30,29.1,218,220,21,
2024-05-14,13:05,Strength,118,149,224,49,381,43:06,0,1.4,0.0,15.3,25,26,24.2,,,,
2024-05-16,13:04,Track Run,157,171,290,32,466,28:00,5200,3.3,0.0,88.1,32,33,30.2,200,203,19,
2024-05-17,13:06,Pool Swim,136,166,185,28,,25:21,750,2.3,0.0,33.6,29,29,,,,,
2024-05-20,13:02,Strength,120,145,202,41,325,36:32,0,1.4,0.0,14.7,25,25,23.3,,,,
2024-05-21,12:54,Run,145,155,315,37,473,32:28,6030,3.1,0.0,69.8,25,27,26.3,241,246,124,
2024-05-22,13:01,Track Run,138,160,231,28,370,30:02,4420,2.7,0.0,50.1,28,29,31.8,185,185,0,
2024-05-23,13:06,Pool Swim,138,163,166,24,,21:32,600,2.3,0.0,35.7,,,,,,,
2024-05-24,13:01,Strength,114,156,209,50,376,43:46,0,1.5,1.8,33.2,25,25,22.6,,,,
2024-05-27,13:01,Run,125,137,126,23,245,20:06,2356,1.1,0.0,11.2,31,31,29.1,153,159,7,
2024-05-28,12:58,Run,143,163,383,49,611,43:12,6312,3.1,0.0,68.3,32,33,29.6,162,175,79,
2024-05-29,13:05,Pool Swim,157,170,246,27,,24:47,1000,3.2,0.0,79.8,29,29,,,,,
2024-05-30,13:04,Strength,118,154,192,41,430,36:23,0,1.4,0.0,15.0,,,23.3,,,,
2024-05-31,13:06,Pool Swim,156,168,253,28,,25:56,1000,3.2,0.2,78.5,29,29,,,,,
2024-06-03,13:10,Strength,126,154,196,35,290,30:33,0,2.0,0.9,30.4,25,26,25.9,,,,
2024-06-04,13:05,Pool Swim,155,167,237,26,,24:20,1000,3.1,0.0,72.6,28,28,,,,,
2024-06-05,13:00,Run,145,156,337,41,412,36:15,6405,3.0,0.0,65.1,26,27,27.1,188,190,13,
2024-06-06,13:06,Pool Swim,155,167,263,30,,28:08,1000,3.2,0.7,87.5,27,28,,,,,
2024-06-07,09:31,Strength,123,160,211,40,392,35:10,0,1.9,2.0,39.4,,,25.2,,,,
2024-06-11,13:05,Pool Swim,158,169,355,39,,35:27,1300,3.5,0.6,105.4,30,32,,,,,
2024-06-12,12:55,Run,153,168,342,40,591,35:30,6125,3.2,0.0,76.5,34,38,27.4,180,182,26,
2024-06-13,13:04,Strength,128,163,255,45,456,39:27,0,2.1,2.2,55.1,27,29,26.2,,,,
2024-06-14,13:03,Cardio,119,144,241,52,459,45:41,0,2.1,0.0,24.2,27,28,24.7,,,,
2024-06-17,12:58,Run,149,160,279,34,469,29:55,5005,3.0,0.0,60.9,32,36,31.2,176,179,27,
2024-06-18,07:28,Yoga,61,83,36,36,213,34:51,,0.0,0.0,0.1,28,29,16.4,,,,
2024-06-18,13:02,Strength,115,138,226,51,403,45:06,0,1.5,0.0,15.0,26,27,,,,,
2024-06-19,13:06,Pool Swim,148,164,263,33,,33:08,1200,3.0,0.1,64.7,32,33,,,,,
2024-06-20,13:06,Pool Swim,121,150,137,25,,22:14,500,1.4,0.1,15.8,32,33,,,,,
2024-06-24,12:58,Run,143,151,294,38,543,33:29,5429,2.8,0.0,55.7,33,34,27.5,167,170,25,
2024-06-25,13:06,Pool Swim,152,164,274,34,,30:39,1200,3.2,0.0,77.5,33,33,,,,,
2024-06-26,13:13,Strength,109,146,144,37,271,32:48,0,0.8,0.0,8.7,25,26,23.4,,,,
2024-06-27,13:08,Track Run,147,156,202,26,374,23:37,3600,2.6,0.0,46.3,36,38,28.9,162,163,19,
2024-06-28,12:59,Strength,116,141,217,47,477,45:36,0,2.0,0.0,21.0,,,28.5,,,,
2024-07-02,13:05,Pool Swim,153,174,276,34,,30:52,1200,3.2,0.0,81.3,32,33,,,,,
2024-07-03,13:07,Run,165,182,248,27,394,25:50,4821,3.6,0.9,121.1,37,38,34.5,210,215,12,
2024-07-04,13:06,Pool Swim,139,171,181,28,,25:46,700,2.4,0.7,46.5,33,33,,,,,
2024-07-05,07:37,Yoga,65,101,45,42,247,37:25,,0.0,0.0,0.7,28,30,21.8,,,,
2024-07-05,13:02,Strength,119,155,221,48,384,42:21,0,1.6,0.0,16.5,25,27,24.0,,,,
2024-07-08,13:01,Strength,125,145,238,45,402,39:30,0,2.2,0.5,35.4,,,,,,,
2024-07-09,07:39,Yoga,61,84,34,34,203,32:52,,0.0,0.0,0.3,28,29,19.3,,,,
2024-07-09,13:05,Pool Swim,159,168,253,30,,29:12,1000,3.2,0.0,83.3,33,33,,,,,
2024-07-10,07:53,Pool Swim,148,176,335,43,,38:51,1500,3.4,1.2,106.8,33,33,,,,,
2024-07-10,12:58,Run,144,156,214,28,406,38:17,4054,2.6,0.0,43.9,37,40,26.3,171,171,9,
2024-07-11,14:34,Run,133,151,162,22,322,31:04,3245,2.4,0.0,36.9,35,37,,211,212,5,
2024-07-12,13:05,Pool Swim,153,165,271,33,,29:59,1200,3.2,0.0,81.8,,,,,,,
2024-07-15,13:05,Strength,116,155,273,68,587,59:53,0,2.0,0.8,30.9,,,24.1,,,,
2024-07-16,13:08,Pool Swim,154,170,266,32,,30:15,1200,3.3,0.0,87.4,33,33,,,,,
2024-07-17,13:07,Pool Swim,141,169,188,28,,25:23,700,2.5,0.1,43.3,33,34,,,,,
2024-07-18,13:03,Track Run,134,146,165,22,286,26:22,3200,2.4,0.0,36.6,32,33,30.8,180,179,0,
2024-07-19,12:55,Strength,93,129,9,3,23,02:40,0,0.0,0.0,0.7,27,28,20.7,,,,
2024-07-19,12:58,Cardio,123,143,243,46,380,40:45,0,2.2,0.0,28.7,24,26,30.6,,,,
2024-07-22,07:29,Yoga,63,85,37,37,228,35:53,,0.0,0.0,0.1,30,30,15.3,,,,
2024-07-22,12:59,Run,149,159,356,44,644,40:13,6408,3.2,0.0,81.6,33,35,32.0,176,178,29,
2024-07-23,13:05,Pool Swim,153,176,300,37,,37:24,1300,3.3,1.1,103.0,33,33,,,,,
2024-07-24,07:43,Run,139,152,164,21,258,18:27,3148,2.5,0.0,45.2,30,31,29.7,175,177,7,
2024-07-24,13:07,Pool Swim,154,173,289,35,,32:02,1200,3.2,0.2,88.8,33,33,,,,,
2024-07-25,13:03,Strength,117,149,209,46,377,40:25,0,1.5,0.0,16.6,26,29,25.2,,,,
2024-07-26,07:24,Run,129,136,177,25,291,22:14,3443,2.2,0.0,31.9,29,29,,164,165,6,
2024-07-26,13:07,Pool Swim,152,168,214,26,,26:42,1000,3.0,0.0,69.9,33,33,,,,,
2024-07-29,12:58,Strength,117,151,262,59,464,51:56,0,2.0,0.1,25.9,25,27,23.9,,,,
2024-07-30,13:06,Pool Swim,139,171,215,30,,27:56,800,2.6,0.5,56.3,30,31,,,,,
2024-07-31,07:21,Run,138,146,180,23,263,20:17,3445,2.5,0.0,46.0,27,27,32.5,183,189,37,
2024-07-31,13:06,Pool Swim,157,171,350,40,,36:44,1500,3.6,0.0,113.7,30,30,,,,,
2024-08-01,07:28,Yoga,68,98,59,51,315,45:22,,0.0,0.0,0.8,,,17.8,,,,
2024-08-01,13:00,Run,142,154,343,44,525,39:08,6378,3.0,0.0,67.1,30,31,28.4,168,169,24,
2024-08-02,07:30,Strength,100,160,222,69,563,1:01:00,0,2.0,1.4,40.3,,,,,,,
2024-08-02,13:05,Pool Swim,154,172,230,27,,25:41,1000,3.1,0.0,76.9,32,34,,,,,
2024-08-05,13:05,Run,149,159,347,43,636,38:11,6394,3.1,0.0,78.5,37,40,25.1,171,172,27,
2024-08-06,07:24,Run,132,142,155,20,244,18:00,3014,2.3,0.0,40.0,30,31,34.8,170,172,6,
2024-08-06,13:10,Strength,124,158,215,41,362,36:19,0,1.8,0.0,20.4,26,29,26.3,,,,
2024-08-07,07:35,Yoga,60,78,29,29,175,28:37,,0.0,0.0,0.6,28,29,18.4,,,,
2024-08-07,13:06,Pool Swim,159,171,236,28,,26:43,1000,3.2,0.0,88.0,34,34,,,,,
2024-08-08,07:30,Yoga,69,89,50,44,271,38:35,,0.0,0.0,0.7,,,15.8,,,,
2024-08-08,13:08,Track Run,154,167,216,25,366,22:01,4010,3.1,0.0,78.8,39,40,31.4,184,186,0,
2024-08-09,13:05,Pool Swim,162,173,293,33,,30:02,1200,3.5,0.0,112.8,34,34,,,,,
2024-08-12,07:39,Yoga,62,91,41,40,246,39:01,,0.0,0.0,0.4,,,18.9,,,,
2024-08-12,13:06,Run,140,149,430,57,671,50:35,8037,3.0,0.0,73.1,31,33,30.7,162,165,45,
2024-08-13,13:06,Pool Swim,147,168,209,27,,25:36,1000,2.8,0.1,62.6,33,34,,,,,from fixed/edited file
2024-08-14,07:17,Run,138,149,212,27,318,24:06,4007,2.6,0.0,52.5,28,28,33.4,165,167,5,
2024-08-14,13:13,Strength,122,155,206,40,341,35:29,0,1.9,0.5,28.0,26,27,26.4,,,,
2024-08-15,07:27,Pool Swim,153,163,387,48,,43:17,1700,3.4,0.0,105.9,32,32,,,,,from fixed/edited file
2024-08-15,13:04,Cardio,128,145,284,51,446,45:02,0,2.4,0.0,42.0,26,26,29.6,,,,
2024-08-16,13:02,Run,140,150,267,34,411,29:46,5018,2.9,0.0,64.5,30,31,31.7,173,177,27,
2024-08-19,13:01,Strength,113,155,226,54,561,48:07,0,1.4,0.0,16.5,27,28,24.2,,,,
2024-08-20,13:05,Pool Swim,160,171,244,28,,26:02,1000,3.3,0.0,98.8,30,31,,,,,
2024-08-21,07:35,Run,133,145,209,28,340,24:20,4009,2.5,0.0,49.0,27,28,35.4,176,178,4,
2024-08-21,13:03,Track Run,146,160,270,32,429,27:56,5200,3.2,0.0,87.9,29,30,27.9,192,194,19,
2024-08-22,07:23,Cardio,104,129,167,44,384,38:30,0,1.0,0.0,12.0,,,,,,,
2024-08-22,13:07,Pool Swim,144,159,216,27,,25:30,1000,2.9,0.0,66.0,31,32,,,,,
2024-08-23,12:58,Run,141,151,431,55,712,48:19,7969,3.1,0.4,88.7,32,33,31.2,169,171,39,
2024-08-26,12:58,Run,147,160,351,43,539,37:46,6270,3.2,0.0,88.9,31,33,29.9,169,171,31,
2024-08-27,07:26,Run,138,154,262,33,420,29:23,5065,3.0,0.0,72.9,29,31,,182,185,2,
2024-08-27,13:06,Pool Swim,162,173,351,38,,39:05,1400,3.8,0.0,146.8,33,33,,,,,
2024-08-28,12:58,Strength,119,140,266,52,564,45:58,0,2.0,0.6,32.3,,,,,,,
2024-08-29,07:20,Run,148,155,539,65,805,57:38,10011,3.5,0.0,122.3,29,31,28.4,175,176,44,
2024-08-29,13:05,Pool Swim,153,167,248,29,,26:41,1000,3.1,0.3,88.4,33,34,,,,,
2024-09-02,07:24,Strength,94,130,124,43,372,37:36,0,0.4,0.0,4.9,,,20.6,,,,
2024-09-02,12:56,Run,151,163,557,67,982,59:05,10085,3.6,0.0,128.5,34,37,25.0,175,177,44,
2024-09-03,13:02,Track Run,152,162,268,31,452,28:56,5310,3.2,0.0,97.6,34,35,27.0,196,196,1,
2024-09-04,07:20,Run,136,145,230,29,350,25:32,4319,2.7,0.0,59.4,27,28,36.7,171,173,8,
2024-09-04,13:06,Pool Swim,141,161,219,30,,27:27,800,2.8,0.4,69.1,33,33,,,,,
2024-09-05,07:20,Cardio,102,128,200,52,386,45:39,0,1.2,0.0,15.3,26,28,26.3,,,,
2024-09-05,13:03,Track Run,150,170,370,43,627,38:25,6800,3.6,0.0,127.7,37,39,31.5,192,195,0,
2024-09-06,06:06,Yoga,59,90,42,41,253,40:39,,0.0,0.0,0.2,29,30,18.9,,,,
2024-09-09,08:01,Run,143,156,724,93,1078,1:22:02,13339,3.5,0.0,123.7,29,30,32.6,164,166,55,
2024-09-09,13:02,Strength,122,155,262,48,412,42:27,0,2.0,0.0,27.6,22,27,27.3,,,,
2024-09-10,07:27,Run,131,144,211,28,341,24:25,4167,2.5,0.0,49.0,28,29,,180,181,8,
2024-09-10,13:05,Pool Swim,147,173,237,29,,27:19,1000,3.0,1.4,91.9,,,,,,,
2024-09-11,13:07,Run,138,149,322,40,580,35:33,6006,3.0,0.1,79.1,33,35,31.9,175,178,40,
2024-09-12,07:11,Run,139,153,271,33,411,29:03,5099,3.0,0.0,78.8,28,29,33.0,180,183,5,
2024-09-12,13:10,Pool Swim,134,169,159,23,,20:44,600,2.3,0.5,48.0,32,33,,,,,
2024-09-13,13:01,Run,141,153,337,41,606,36:25,6266,3.1,0.0,84.5,35,37,31.2,177,178,29,
2024-09-16,12:51,Run,126,137,211,38,360,33:28,4007,1.6,0.0,19.9,30,31,33.0,135,138,17,
2024-09-17,07:14,Run,131,153,319,43,503,37:35,6030,2.7,0.9,72.9,30,31,,168,169,15,
2024-09-17,13:05,Pool Swim,153,175,256,30,,27:09,1000,3.2,1.9,113.8,33,34,,,,,
2024-09-19,07:32,Run,147,159,816,101,1186,1:28:45,15057,4.0,0.0,165.3,30,31,32.1,168,169,56,
2024-09-19,13:06,Pool Swim,145,159,222,28,,27:18,1000,2.8,0.0,66.0,33,33,,,,,
2024-09-20,13:01,Strength,109,140,220,53,408,47:03,0,1.6,0.0,20.2,25,26,25.5,,,,
2024-09-23,12:58,Run,147,165,429,50,602,43:41,8013,3.7,0.0,140.2,27,28,29.7,186,189,48,
2024-09-24,07:14,Run,134,145,269,34,396,29:37,5044,2.9,0.0,68.1,28,29,38.4,167,169,7,
2024-09-24,13:05,Strength,103,135,174,47,341,41:13,0,0.7,0.0,9.4,,,22.4,,,,
2024-09-25,12:58,Run,146,165,379,44,561,38:29,6838,3.6,0.0,130.2,30,32,32.2,183,184,29,
2024-09-26,13:03,Run,137,149,402,53,708,46:29,7175,3.0,0.0,74.4,33,36,32.7,160,165,45,
2024-09-27,07:31,Run,132,154,201,26,371,22:54,3637,2.5,0.0,51.7,29,30,,203,206,21,
2024-09-30,07:18,Strength,99,129,189,53,466,46:33,0,0.7,0.0,9.0,,,,,,,
2024-09-30,12:57,Run,149,164,518,62,863,54:43,9044,3.6,0.0,131.8,33,35,32.5,176,179,68,
2024-10-02,07:20,Run,125,138,244,33,396,28:45,5118,2.5,0.0,50.0,26,27,,229,233,7,
2024-10-02,13:07,Pool Swim,159,175,259,29,,25:46,1000,3.4,0.2,115.5,,,,,,,from fixed/edited file
2024-10-03,07:18,Run,152,169,974,111,1095,1:37:51,18009,5.0,0.2,276.7,25,26,32.2,187,189,76,
2024-10-03,13:06,Pool Swim,149,163,189,22,,22:59,800,2.9,0.2,71.8,30,30,,,,,from fixed/edited file
2024-10-04,07:27,Cardio,100,122,183,51,358,44:39,0,0.6,0.0,8.2,24,25,,,,,
2024-10-04,12:50,Run,127,155,425,79,558,1:09:40,4814,2.5,0.0,52.4,31,35,28.2,97,132,267,
2024-10-07,13:01,Run,138,156,336,43,576,37:47,6059,3.0,0.4,82.4,32,34,32.8,170,172,41,
2024-10-08,07:13,Run,125,133,239,33,346,29:11,4585,2.4,0.0,43.1,26,27,,197,198,12,
2024-10-08,13:05,Pool Swim,151,170,225,26,,24:17,1000,3.1,0.0,89.4,,,,,,,
2024-10-09,04:41,Run,139,158,1191,153,1383,2:15:00,22305,4.3,0.0,198.1,26,29,36.6,169,171,141,
2024-10-09,13:06,Pool Swim,152,166,241,28,,27:08,1000,3.1,0.0,92.8,29,30,,,,,from fixed/edited file
2024-10-10,12:52,Run,120,141,201,34,356,29:55,3849,1.7,0.0,21.7,31,34,36.3,140,141,14,
2024-10-12,06:07,Run,142,157,347,41,422,36:22,6547,3.3,0.0,101.5,26,28,34.2,191,195,34,
2024-10-12,06:51,Basketball,94,106,39,12,89,10:15,724,0.1,0.0,2.3,27,27,21.7,,,,
2024-10-14,13:01,Run,124,148,209,37,397,32:54,4041,1.6,0.0,21.4,32,34,33.8,138,141,15,
2024-10-15,12:58,Run,139,150,451,59,705,52:13,8046,3.0,0.0,81.8,31,34,31.3,164,167,66,
