Date,Time,Activity_Type,Avg_HR,Max_HR,Total_Calories,Metabolic_Calories,Estimated_Sweat_Loss_ml,Duration,Distance_m,Training_Effect,Anaerobic_TE,Training_Load,Avg_Temp_C,Max_Temp_C,Avg_Respiration,Avg_Power,Normalized_Power,Total_Ascent_m,Notes
2022-07-15,13:06,Pool Swim,151,167,262,29,,26:18,1000,3.3,0.0,95.1,,,,,,,from fixed/edited file
2022-07-18,12:57,Run,163,178,462,74,713,42:50,8218,3.3,0.0,101.3,34,35,31.4,,,46,
2022-07-19,07:17,Track Run,148,164,214,24,307,21:46,4010,2.4,0.0,43.4,31,32,27.3,,,0,
2022-07-19,13:05,Pool Swim,153,166,284,28,,25:42,1000,3.3,0.0,100.8,,,,,,,
2022-07-21,13:00,Run,160,171,397,67,633,38:00,7207,3.1,0.0,80.4,34,37,29.7,,,39,
2022-07-21,13:38,Run,155,160,65,7,116,06:59,1056,1.2,0.0,14.5,35,35,28.4,,,4,
2022-07-22,07:16,Track Run,138,151,165,19,251,18:13,3180,2.1,0.0,30.3,32,32,32.0,,,19,
2022-07-22,13:06,Pool Swim,153,167,285,28,,25:57,1000,3.3,0.0,100.1,,,,,,,
2022-07-25,13:03,Run,154,163,384,43,665,39:56,6728,2.7,0.0,58.2,38,40,29.8,,,28,
2022-07-26,07:15,Track Run,148,168,187,18,283,20:01,3610,2.4,1.2,57.7,31,33,29.8,,,0,
2022-07-26,13:05,Pool Swim,153,167,272,33,,29:46,1000,3.3,1.5,118.5,,,,,,,from fixed/edited file
2022-07-28,11:20,Pool Swim,155,162,258,31,,28:35,1000,3.3,1.3,117.1,,,,,,,from fixed/edited file
2022-07-29,13:05,Pool Swim,156,169,280,28,,25:35,1000,3.3,0.0,106.0,,,,,,,
2022-08-15,12:06,Run,172,185,418,44,685,44:03,7033,3.4,0.0,100.6,32,34,34.5,,,41,
2022-08-16,08:53,Run,168,180,230,24,347,21:48,4019,2.9,0.0,62.2,30,31,34.0,,,15,
2022-08-17,08:31,Run,155,170,232,26,354,24:05,4312,2.6,0.0,48.4,29,30,22.8,,,19,
2022-08-18,10:19,Run,154,164,152,17,234,15:54,2621,2.2,0.0,33.5,30,33,28.2,,,11,
2022-08-19,08:52,Run,165,175,353,34,483,35:47,6415,3.3,0.0,90.0,27,30,31.9,,,18,
2022-08-24,08:36,Run,159,172,220,23,338,21:47,4013,2.8,0.0,57.4,32,33,30.1,,,15,
2022-08-26,07:25,Track Run,152,164,203,22,302,21:01,4010,2.5,0.0,45.4,28,30,21.7,,,0,
2022-08-27,11:30,Track Run,165,182,387,33,597,35:52,6880,3.6,0.0,119.7,34,36,32.6,,,0,
2022-08-29,07:16,Track Run,141,155,276,33,414,31:20,5210,2.5,0.0,44.1,30,31,28.9,,,19,
2022-08-30,13:02,Track Run,150,181,257,25,443,28:37,5020,3.0,0.0,68.1,35,37,30.2,,,0,
2022-08-31,07:14,Track Run,155,168,210,24,345,20:43,4010,2.8,0.0,58.8,30,31,29.5,216,217,0,
2022-08-31,13:06,Pool Swim,149,160,197,27,,26:44,800,2.9,0.0,60.9,,,,,,,
2022-09-01,07:21,Track Run,147,159,218,52,356,21:42,4010,2.9,0.0,62.7,,,31.9,206,206,0,
2022-09-02,07:23,Run,143,153,300,,,33:52,6572,2.1,0.0,,27,30,,,,109,
2022-09-02,13:06,Pool Swim,143,158,195,24,,21:55,800,2.8,0.0,52.7,,,,,,,
2022-09-05,07:15,Run,155,174,268,,,24:23,4901,3.2,0.0,,30,31,,,,70,
2022-09-06,07:13,Track Run,157,175,281,29,421,26:58,5030,3.5,0.9,110.9,29,31,33.7,228,233,19,
2022-09-06,13:05,Pool Swim,154,165,254,32,,28:44,1000,3.3,0.4,93.6,,,,,,,
2022-09-07,07:16,Track Run,137,148,214,57,368,23:10,4010,2.7,0.0,51.3,27,30,34.3,208,208,19,
2022-09-08,07:15,Track Run,158,172,279,29,420,25:21,5000,3.4,1.2,112.1,30,31,31.9,230,238,0,
2022-09-09,07:24,Track Run,139,158,218,44,319,23:19,3440,2.6,1.5,67.3,,,32.0,175,204,0,
2022-09-09,13:04,Run,153,169,444,48,691,42:11,8005,3.7,0.0,134.0,35,36,32.4,224,227,37,
2022-09-13,07:16,Pool Swim,149,161,244,30,,27:13,1000,2.9,0.0,63.7,,,,,,,
2022-09-13,13:04,Track Run,162,179,292,54,419,27:16,5080,3.5,1.8,136.4,38,39,33.9,244,255,19,
2022-09-14,07:13,Track Run,141,173,316,38,,32:42,5040,3.0,0.0,73.0,28,29,31.1,183,216,0,
2022-09-14,12:58,Track Run,143,171,270,32,441,27:53,4960,3.0,0.0,75.4,38,39,34.2,210,220,0,
2022-09-15,07:14,Track Run,142,158,281,33,470,28:57,5210,2.9,0.0,69.3,28,30,31.9,203,204,0,
2022-09-15,13:05,Pool Swim,160,168,258,28,,25:52,1000,3.3,0.0,101.5,,,,,,,
2022-09-16,07:21,Track Run,144,168,204,40,278,21:24,3020,2.6,0.0,55.4,30,30,30.2,163,209,0,
2022-09-16,13:01,Run,152,176,449,49,716,43:01,8316,3.8,0.0,148.9,34,37,33.5,221,224,42,
2022-09-19,07:18,Track Run,132,160,204,27,296,23:42,3080,2.3,0.0,41.2,,,29.9,157,201,11,
2022-09-19,13:06,Run,158,179,441,45,649,39:24,7626,3.9,0.0,156.5,35,37,,234,237,43,
2022-09-20,07:13,Track Run,150,174,232,25,360,21:49,4400,3.0,1.4,94.2,28,30,30.7,237,252,19,
2022-09-20,13:05,Pool Swim,156,165,253,28,,25:38,1000,3.1,0.0,89.4,,,,,,,
2022-09-21,08:21,Walk,79,91,67,27,190,23:25,1452,0.1,0.0,2.0,,,,,,6,
2022-09-22,07:25,Track Run,140,152,215,25,365,22:01,4010,2.5,0.0,51.6,,,32.0,215,217,0,
2022-09-22,13:06,Pool Swim,148,168,210,26,,24:09,900,2.8,0.0,68.0,,,,,,,from fixed/edited file
2022-09-23,07:21,Track Run,133,159,211,55,280,27:24,3080,2.2,1.0,51.7,29,30,29.3,142,184,19,
2022-09-23,13:04,Track Run,141,170,286,34,500,31:03,5640,3.0,0.5,86.4,35,35,17.7,212,215,0,
2022-09-24,11:23,Track Run,157,166,503,54,785,47:09,9000,3.7,0.0,148.6,33,34,30.7,227,229,0,
2022-09-26,07:17,Track Run,132,156,204,28,286,24:20,3070,2.2,0.2,39.3,30,31,31.9,148,189,0,
2022-09-26,12:59,Run,162,173,463,46,672,40:28,8441,4.0,0.2,180.6,35,37,32.2,254,256,39,
2022-09-27,07:17,Pool Swim,143,156,234,30,,26:58,1000,2.5,0.0,54.9,,,,,,,from fixed/edited file
2022-09-27,13:04,Track Run,151,162,269,60,430,25:49,5010,2.9,0.0,78.2,34,35,25.5,237,238,19,
2022-09-28,13:01,Run,158,174,493,52,756,47:00,9383,3.8,0.0,167.5,32,35,27.1,254,258,48,
2022-09-29,07:25,Track Run,130,159,211,30,347,25:52,3060,2.1,0.0,33.5,29,30,31.9,,,19,
2022-09-30,05:27,Yoga,56,77,24,24,132,23:43,,0.0,0.0,0.1,28,28,19.7,,,,
2022-09-30,07:21,Track Run,141,162,209,25,359,21:50,4020,2.5,2.0,81.5,28,30,32.7,212,223,0,
2022-10-03,05:13,Yoga,56,77,32,32,185,33:41,,0.0,0.0,0.0,27,27,16.4,,,,
2022-10-03,07:27,Track Run,134,165,210,28,286,26:12,3070,2.2,0.9,52.4,30,31,29.8,148,194,0,
2022-10-03,13:02,Run,160,171,467,49,717,43:09,8454,3.6,0.0,150.2,35,37,32.4,237,240,43,
2022-10-05,05:11,Yoga,49,77,19,19,110,22:52,,0.0,0.0,0.0,27,28,20.1,,,,
2022-10-05,07:21,Track Run,125,153,210,31,350,27:03,3120,2.1,0.0,33.4,29,30,,,,19,
2022-10-05,13:04,Run,162,178,452,47,681,40:58,8340,3.9,0.6,176.6,33,35,33.0,249,258,49,
2022-10-06,05:08,Yoga,69,102,50,38,235,32:45,,0.0,0.0,1.0,28,28,20.8,,,,
2022-10-06,07:21,Track Run,148,169,203,23,301,19:42,4000,2.7,0.2,69.5,28,30,29.1,,,0,
2022-10-06,13:34,Pool Swim,148,158,251,30,,27:31,1000,2.9,0.0,76.7,,,,,,,
2022-10-07,07:22,Track Run,127,149,211,57,314,23:51,4010,2.3,0.0,43.8,29,30,,,,0,
2022-10-07,13:48,Run,149,165,362,40,577,35:45,6560,3.2,0.0,108.9,34,36,,,,25,
2022-10-08,11:42,Run,152,165,380,43,627,37:48,6728,3.2,0.4,115.5,32,34,30.8,,,56,
2022-10-10,07:16,Track Run,133,164,266,34,309,29:44,5060,2.5,0.6,62.8,24,27,38.9,,,19,
2022-10-10,13:00,Run,154,168,475,51,713,45:18,9021,3.6,0.0,142.8,28,28,29.0,,,114,
2022-10-11,05:14,Yoga,51,76,22,22,96,24:27,,0.0,0.0,0.1,26,26,20.6,,,,
2022-10-11,07:16,Track Run,125,142,193,29,243,25:08,3100,2.0,0.2,33.5,22,24,32.0,,,0,
2022-10-11,13:05,Pool Swim,145,157,232,29,,26:21,1000,2.6,0.0,60.0,,,,,,,
2022-10-12,07:16,Track Run,127,134,197,55,238,22:47,4010,2.1,0.0,37.0,21,25,32.3,190,191,0,
2022-10-12,12:54,Run,136,147,279,35,474,30:17,5281,2.5,0.0,55.6,28,30,31.6,199,203,21,
2022-10-13,05:11,Yoga,67,88,39,32,145,27:44,,0.0,0.0,0.7,26,27,18.3,,,,
2022-10-13,07:15,Track Run,123,147,162,25,181,21:47,2640,1.9,0.3,30.0,24,26,28.4,139,187,0,
2022-10-13,13:04,Pool Swim,149,158,245,29,,26:43,1000,2.8,0.0,72.3,,,,,,,
2022-10-14,07:23,Track Run,139,150,211,24,274,20:36,4010,2.7,0.0,66.0,26,28,,217,218,19,
2022-10-16,15:04,Yoga,73,98,47,32,207,27:39,,0.0,0.0,1.2,28,28,17.4,,,,
2022-10-17,07:16,Track Run,127,136,214,28,346,24:19,4010,2.2,0.0,37.9,27,29,43.2,197,200,0,
2022-10-18,07:18,Track Run,152,166,240,25,280,21:58,4010,3.1,0.0,92.9,23,27,,211,215,0,
2022-10-18,12:59,Run,149,162,395,44,482,38:16,7727,3.2,0.0,107.1,20,25,27.3,236,239,42,
2022-10-19,05:17,Yoga,52,70,30,30,131,32:33,,0.0,0.0,0.0,25,26,16.9,,,,
2022-10-19,13:03,Track Run,161,179,293,30,440,29:25,5640,3.3,0.9,126.3,27,29,32.9,244,253,0,
2022-10-20,07:15,Track Run,125,165,205,32,218,28:13,3170,2.0,0.0,29.2,25,26,,129,171,0,
2022-10-20,13:06,Run,149,160,439,50,722,46:50,8361,3.1,0.1,100.4,29,33,25.4,218,222,40,
2022-10-21,07:29,Track Run,126,154,107,13,112,20:28,2010,1.4,0.0,19.5,26,26,,,,19,
2022-10-24,07:16,Track Run,132,162,186,26,190,22:40,2680,2.1,0.0,34.3,25,27,29.6,138,186,0,
2022-10-24,13:04,Run,160,171,360,37,541,32:31,6662,3.5,0.0,133.8,31,33,30.9,230,234,28,
2022-10-25,05:14,Yoga,49,71,24,24,105,29:44,,0.0,0.0,0.0,26,26,17.9,,,,
2022-10-25,07:22,Track Run,126,135,208,27,269,23:14,4000,2.2,0.0,39.8,25,26,40.4,194,194,0,
2022-10-25,13:04,Pool Swim,148,157,248,29,,28:43,1000,2.9,0.0,72.6,,,,,,,
2022-10-26,07:15,Track Run,120,154,190,46,189,29:26,2740,1.8,0.0,23.5,24,26,29.7,115,165,0,
2022-10-26,13:44,Run,152,163,521,59,862,52:15,10082,3.5,0.0,125.6,30,34,22.1,216,218,50,
2022-10-27,05:14,Yoga,51,75,26,26,110,28:21,,0.0,0.0,0.0,26,26,,,,,
2022-10-27,07:20,Track Run,134,142,210,26,263,22:39,4010,2.4,0.0,47.8,24,26,42.3,194,195,11,
2022-10-27,13:06,Pool Swim,147,164,231,28,,26:05,1000,2.8,0.0,67.7,,,,,,,
2022-10-28,07:16,Track Run,127,153,194,46,189,26:24,2770,2.0,0.0,28.2,,,29.4,118,169,0,
2022-10-28,13:05,Pool Swim,146,152,238,31,,28:18,1100,2.8,0.0,66.1,,,,,,,
2022-10-31,07:18,Track Run,131,157,179,40,199,2:50:33,2640,2.1,0.0,33.1,,,31.4,144,187,0,
2022-10-31,13:02,Run,161,180,443,47,680,41:16,8310,3.7,0.8,162.5,29,30,33.1,230,238,46,
2022-11-01,05:14,Yoga,52,72,27,27,119,29:44,,0.0,0.0,0.0,26,27,17.2,,,,
2022-11-01,07:23,Track Run,148,162,261,29,367,25:23,5190,3.1,0.1,89.4,24,27,32.0,239,251,0,
2022-11-01,12:53,Track Run,146,167,348,42,457,36:59,6370,3.0,1.1,99.9,25,26,33.1,206,216,0,
2022-11-02,07:41,Pool Swim,144,155,203,28,,25:39,1000,2.5,0.0,52.1,,,,,,,
2022-11-03,07:27,Track Run,142,162,196,50,257,19:28,4010,2.8,0.0,67.4,,,32.3,238,240,19,
2022-11-03,13:02,Run,147,156,383,43,435,38:01,7212,3.2,0.1,104.3,,,28.0,,,143,
2022-11-04,06:36,Pool Swim,150,158,239,28,,25:53,1000,2.9,0.0,73.7,,,,,,,
2022-11-07,07:18,Track Run,126,154,191,28,192,25:01,2720,2.0,0.1,30.7,,,29.4,128,172,19,
2022-11-07,13:02,Run,143,155,586,72,762,1:06:37,11401,3.2,0.0,105.8,24,25,27.6,201,204,49,
2022-11-08,06:36,Pool Swim,151,158,235,27,,25:11,1000,2.9,0.0,73.6,,,,,,,
2022-11-08,12:57,Run,153,164,280,58,349,26:41,5335,3.3,0.0,106.6,25,25,31.6,219,222,32,
2022-11-09,07:21,Track Run,125,133,164,22,214,19:04,3210,2.1,0.0,31.6,23,25,38.6,187,189,0,
2022-11-10,06:35,Pool Swim,154,165,239,27,,24:55,1000,3.0,0.0,82.6,,,,,,,
2022-11-10,13:00,Run,157,170,410,71,645,43:08,7693,3.6,0.0,134.4,31,34,27.9,222,230,46,
2022-11-11,07:21,Track Run,125,156,152,23,157,20:26,2250,1.8,0.0,23.2,,,28.9,124,168,19,
2022-11-11,13:06,Run,156,166,399,44,639,38:24,7753,3.4,0.0,118.1,31,33,23.0,221,223,37,
2022-11-14,06:34,Pool Swim,148,162,218,28,,25:16,1000,2.7,0.0,67.2,,,,,,,from fixed/edited file
2022-11-14,13:03,Run,142,156,273,60,459,34:03,5094,2.6,0.0,63.7,27,28,32.3,201,203,16,
2022-11-15,12:55,Run,153,163,363,,,35:39,7205,3.1,0.0,,26,28,,,,105,
2022-11-16,06:33,Pool Swim,151,163,229,27,,25:17,1000,2.9,0.0,75.0,,,,,,,
2022-11-17,07:31,Track Run,121,148,126,33,144,16:40,2180,1.6,0.0,20.7,,,31.6,145,177,0,
2022-11-17,12:51,Run,145,158,406,48,654,47:43,7535,3.1,0.0,85.7,28,30,30.1,202,206,45,
2022-11-18,07:23,Track Run,135,144,205,24,266,21:13,4020,2.5,0.0,54.1,23,26,41.1,209,211,0,
2022-11-18,12:58,Run,162,174,532,54,796,47:47,10030,4.2,0.0,198.5,28,31,31.4,239,244,38,
2022-11-19,11:32,Track Run,164,187,546,55,800,48:13,10000,4.2,1.2,219.7,,,,263,275,0,
2022-11-19,15:49,Walk,90,126,131,45,375,40:03,2564,0.2,0.0,3.4,,,,,,6,
2022-11-21,06:36,Pool Swim,143,158,219,27,,25:17,1000,2.6,0.1,60.3,,,,,,,
2022-11-21,12:49,Run,137,151,433,83,579,49:31,7840,2.6,0.0,63.3,26,27,32.5,184,185,36,
